txt,label
"A man and his wife get in a horrible car accident. When the wife is left in a persistent vegetative state, the man must choose between pulling the plug and letting her live. The decision is made even harder when he realizes her ghost wants to extract revenge on him and those around him.<br /><br />This comes to us from director Rob Schmidt, who made ""Wrong Turn"" (a film I have not seen). With only one horror film under his belt, and not a particularly notorious one at that, I was a bit reluctant to watch this episode, expecting Schmidt to be a ""Master of Horror"" in only the most liberal sense. My apologies to him for my underestimation. As of episode 10 in a 13 episode season, this was actually the best one yet.<br /><br />The issue of the ""right to die"" is dealt with and covered in enough detail to be a solid plot device. However, this is only the foundation on which the story revolves. Once the horror elements show up, the film goes from ""decent"" to ""spectacular"". Great acting, great plot, great dialogue, great suspense. I was a little creeped out at times (which is good) and most of all: the gore is in extreme abundance! I read a review of this episode prior to watching it, where the reviewer said there is a strong hint of ""Hellraiser"" in this. Through the first part of the show, I had no idea what they were talking about. Then there is a bit later where some images do remind me of ""Hellraiser 2"". However, I in no way wish to say that this takes away from the film. I can see no other way to create the effect that was created, and in my opinion this looks remarkably better than ""Hellraiser 2"".<br /><br />Some plot twists show up later on, and might invite the viewer to give the film a second look. I didn't watch it a second time, but I think the beginning would make more sense if I had (not that it's confusing). The subplot with the dental hygienist is also nice, and I found myself going back and forth about whether I disliked the main character for his relationship with her or if I felt bad for him. He's somewhat of an anti-hero to the whole story, if you will. I feel inclined to cheer for him as the protagonist, but he's completely unlovable.<br /><br />While the Stuart Gordon episode may be better and I'm excited about the ""Washingtonians"" episode, I think I could safely bet that this is the key episode of the season and by far the saving grace of what was otherwise lackluster and routine. When legends like John Carpenter let me down (again) I get a bit worried about the genre's future, but then a fresh face like Rob Schmidt comes along and gives me hope. This one is a keeper, and please bring Schmidt back for season 3!",pos
"There was a stylish approach to this film on the part of director Vincenzo Natali with interesting camera angles and effective close-ups. It was also refreshing to see Jeremy Northam and Lucy Liu given leading roles and expanding their range as performers. This film also included one of the most imaginative ""escape"" scenes in recent years. The efforts of the director and the actors combined in an effective thriller.<br /><br />Although the plotting of the film was convoluted, the story progressed very clearly as the layers of corporate greed and skullduggery were revealed.<br /><br />In 1949, George Orwell suggested in his famous novel ""1984"" that the future would be ruled by the totalitarian State, which would control minds and diminish human liberty. It was interesting that in this intriguing futuristic film, it was not the State, but rather the corporate world that controlled and devalued the human worker.",pos
"And I really mean that. I caught it last night on Vh1, and I was not expecting it to be so good. This is now one of my favorites. I must add that it has a killer soundtrack.",pos
"To anyone who might think this show isn't for them, please give it a try. Network television has degenerated into shows that are clones of clones or are reality based shows featuring some often unreal people. This show is a return to family oriented TV where the emphasis is on learning some life lessons, learning what real friends and family are about, and maybe even learning a little bit about our national pastime. Jeremy Sumpter is one of the most appealing young actors in show business today, and he is perfectly cast as the young, slightly naive new batboy for the fictional New York Empires (great name!). Dean Cain, Christopher Lloyd, Mare Winningham, and Kirsten Storms round out the main cast, and they are all exceptional. This show deserves a chance to catch on and be seen. Hopefully it will stick around for a few seasons and we can watch Pete Young (Sumpter's character) learn and grow.",pos
"Okay, this film probably deserves 7 out of 10 stars, but I've voted for ""10"" to help offset the misleading rating from the handful of bozo's who gave this film zero or 1 star reviews. Each of the segments for this anthology shows great potential and promise for the talented filmmakers... three of whom have gone on to achieve notable success in big-time Hollywood productions. Performances range from rough all the way up to completely impressive, with notable turns by Bill Paxton, James Karen, Vivian Schilling and Brion James. Martin Kove may be a big melodramatic as the psychotic hypnotist with the bizarro strobe-lamp, and Lance August seems intentionally dimwitted as an unsuspecting lab victim. But overall, it's got some great laughs and some genuinely scary moments. Definitely worth seeing, so judge for yourself!",pos
This movie is one exception of the rule that a sequel is worser than the original. Its comedy at its best. This movie is a fast action slapstick comedy where something seems to happened every second. At more than one occasion the entire audience laughed loudly at a joke.<br /><br />Its a big advantage to have seen the first movie but its not a requirement.<br /><br />Göta kanal 2 also have the advantage of being a parody on the latest decades reality production TV series such as survivor (expediton: Robinson in Swedish) This is a Swedish movie for the Swedish audience. Thus don't see it if you aren't familiar with Sweden and its language. Otherwise: Have fun! Johan,pos
"I've been waiting for a superhero movie like this for a long time. ""Mystery Men"" takes its place among the classic comic-strip spoofs on TV like ""Batman"" and ""Captain Nice"" and cartoons like ""Underdog"" and ""Super Chicken."" The same spirit lives in all of them: the comic tongue-in-cheek tone; the courage to aim for the heroic in life at the risk of looking ridiculous; the not-so-sure-footed way that these characters manage to prevail over their adversaries. It's the misfired spark of nobility igniting in the weak and the ordinary, and it's wonderful to see it glow so high and bright here.<br /><br />""Mystery Men"" opens on a party at a nursing home. I wish Kinka Usher had had the sense to give more energy and life to the old people in the scene. As it is, it looks like something George Romero might have devised. We need to get the feeling that these old people are as sharp as everyone else, or it feels patronizing. By the time the Red Eyes crash the festivities, you half expect Tom Waits who plays a weapons inventor with a penchant for ladies in their eighties to stand up and shout: ""Just what this party needs--a little excitement!"" If writer Neil Cuthbert had any sense, he would have had Waits mixing it up with the intruders and egging on the partiers to do the same. It would have made for a rousing beginning, and a better introduction of the troublesome trio: the Shoveler (William Macy); the Blue Raja (Hank Azaria); and Mr. Furious (Ben Stiller), who seem to come out of nowhere to save the day. <br /><br />There are many other problems to ""Mystery Men"" than I care to go into; among them that the villain Casanova Frankenstein needs to have as cultivated a sense of the absurd as the rest of the people in this movie, and he doesn't. Geoffrey Rush is the wrong actor for the part; he needs to be way over the top to make the conflict between good and evil a galvanic one. And Rush has never exhibited a talent for the outre. You hope for the ripe theatrics of a John Lithgow in ""The Adventures of Buckaroo Banzai"" or the dry, debonair diffidence of a Paul Freeman in ""Raiders of the Lost Ark."" Instead what we get is pastiche; something half-baked and not fully realized.<br /><br />There are too many ideas running through ""Mystery Men"" for anyone to tie them neatly together, and that may be its deepest problem. But whatever kind of a mess it is is the kind of mess I love. Ben Stiller has always seemed to be slumming in the roles he takes. This one is no exception, but he goes at it with such conviction that you come away feeling that he'd learned something about comedy growing up in a household run by Jerry Stiller and Anne Meara. His Roy is related to all the put-upon, overly sensitive, chronically defensive types that Woody Allen made popular. And whether it's wheedling his way into the affections of the waitress at his favorite hangout (the sleek Claire Forslani), or questioning the wisdom of a fellow superhero (Wes Studi as the Sphinx), or giving a new member of their ""elite"" group (Jeaneane Garofalo in what are possibly her funniest moments on screen) a hard time, he makes it always fun to watch. I couldn't exactly say that about him in ""There's Something About Mary.""<br /><br />Jeaneane Garofalo proves with this performance that she should have been the star of ""One True Thing,"" not Renee Zellweger. I don't think I have ever seen funnier exchanges between a daughter and father (okay, so he's dead and his skull is in a bowling ball, so sue me) in the movies. And the funny part about this role is that it feels like a screwball reprise of Emily Watson's spellbinding talks with God in ""Breaking the Waves."" And in this version, the girl doesn't die, and bells don't ring in your head.<br /><br />William H. Macy does something very difficult; he makes stolid magnetic. You understand right away what's attracted Jenifer Lewis' Lucille to Eddie. You can also understand her exasperation. The barbecue alone would be enough to drive me over the edge, but when Eddie's adorable, half-breed son looks up at his father and says ""I believe in you, Daddy."" to which Lucille sighs and exclaims, ""Roland, don't encourage your father,"" you feel like standing and hailing Neil Cuthbert as a first-rate wit. <br /><br />With Hank Azaria (whose only moment of note in film up to this point was his bare behind in ""The Birdcage"") and Louise Lasser (Has it been more than two decades since we first took note of her in ""Bananas"" and ""Mary Hartman, Mary Hartman?"") as son and mother who share a fondness for silverware; Greg Kinnear as Captain Amazing and Ricky Jay as his publicist; Kel Mitchell as ""Invisible Boy""; Paul Reubens as ""The Spleen;"" and Lena Olin who, if she didn't have the few lines in this movie that she has, would seem to be visiting the set.",pos
"This was the Modesty that we didn't know! It was hinted at and summarized in the comic strip for the syndicates to sell to newspapers! Lee and Janet Batchler were true Modesty Blaise fans who were given The Dream Job - tell a prequel story of Modesty that the fans never saw before. In their audio-commentary, they admitted that that they made changes in her origin to make the story run smoother. The ""purists"" should also note that we really don't know if everything she told Miklos was true because she was ""stalling for time."" I didn't rent or borrow the DVD like other ""reviewers"" did, I bought it! And I don't want a refund! I watched it three times and I didn't sleep through it! Great dialog and well-drawn characters that I cared about (even bad guy Miklos) just like in the novels and comic strips! I too can't wait for the next Modesty (and Willie) film,especially if this ""prequel"" is a sign of what's to come!",pos
"Unfortunately, in cases such as these, there are so many conflicting stories as everyone tries to cast blame on to others that it is a near impossibility to get a clear picture of what really happened. This movie is a victim of such circumstances. The writers (too many of them) have decided to take ALL of the stories and give them to the audience to let them decide which version of the truth they like the best. As in the real life case, there is no clear answer, no conclusion, and the audience is left with a general felling of being unfulfilled (like coffee without the caffeine, or sex without the climax). Whodunnits with no whodunnit are generally frustrating and makes you wonder why someone didn't do research before they put it out there. At least tout your movie as a fiction if that is what it amounts to (and this does).<br /><br />That is not to say there are not some great performances here. Kilmer (as Holmes) does an outstanding role bringing some humanity to what is otherwise an unsavory character. Kilmer, and the real life lovers and friends who consulted on the film, let the audience see a selfish, troubled human being who, though his faults were many and large, was loved and cared for by many people (except himself). Kudrow as Holmes's wife, only gives a glimmer of the dramatic actress she can be, but it is very noticeable and unforgettable glimmer. Bosworth's character was not as emotionally complex as she could have been and needed to show more inner conflict to give credence to what ultimately happened between Dawn and Holmes (she turned him in 6 months after they fled to Florida). Bosworth's apple-cheeked performance is at time annoying, at times touching, but shows none of the backbone the real Schiller must have possessed. The other characters fade in to the woodwork which is a pity. Lucas is a great performer who could have sunk his teeth in to this role had it been fleshed out for him. Even Dylan McDermott was surprisingly capable in his role of drug dealing biker. <br /><br />The fault of this movie does not lie with this cast, but with the writing. Too many cooks spoil the soup, and this kettle, filled with so much promise, ultimately leaves you hungry. The story and characters may have been less than sympathetic, but in what movie of this ilk are they not so? Other movies such as 1989's drugstore cowboy starring Matt Dillon (who was reportedly asked to take this role and refused) worked with similar subject matter and mastered it to such a degree that you felt a kinship with the main character by the end of the movie despite what he had done. Van Sandt could have given James Cox and his crew a few lessons. Had someone bothered to try and find the truth, this would have been an intriguing story. As it is, you will find the accompanying WADD documentary more palatable (in the 2 disc DVD)and much more informative. You will realize from the DVD that Holmes was not a bad guy, but not a very good one either..as are most people.",pos
A great British Indy movie! Fantastic chemistry between the 3 main characters make for some hilarious drug-fuelled set pieces that Cheech and Chong would be proud of. Great to see Phil Daniels back on the big screen (even if he has swapped sides since Quadrophenia!) and Gary Stretch is surprisingly good and a treat for the ladies! Loved the final fight scene with it's nod to Zulu and now I know what happened to Arthur Brown after he set himself on fire on Top of the Pops!...he's not acting....he really is a bona-fide British hippie!!! You don't have to be a biker to enjoy this and it's straight into my Friday night post-pub repeat viewing collection. <br /><br />Give this film a go and you won't be disappointed.,pos
"Good work by everyone, from scriptwriters, director, and cast; a lovely fun film that becomes believable for sentimental reasons only; a good film for television on those cloudy, cold wintry days when you just want to sit back and enjoy.",pos
"Excellent film. The whole picture was filmed in Budapest, so I feel proud. My little problem was that the trains in the film belonged to the Hungarian State Railways (MÁV), and it is plain to see that they were used in big train, not in the local railway - according to the story Chikatilo picked up his victims in local railway stations. Apart from this, the film is superb.",pos
"Based on Elmore Leonard, this is a violent and intelligent action film. The story: a business man is blackmailed by some 3 criminals. Roy Schieder does great job as the leading character and special credit's got to go to John Glover who plays sort of a naughty psychopath. I must mention that the villains characters are very complex and interesting - something that is very rare for an action film. also features some beautiful and sexy women - most notable are Kelly Preston as the young bate for Schieder's character. Vanity gives a very good performance and appearance as the hooker who is connected with the three blackmailers. I'm glad to say that Ann-Margaret still hasn't lost it - this lady is a true babe. Don't look at the rate of this film. I really don't know what the public and some critics have against this film but my suggestion is to ignore them and watch this truly gripping and under-rated film. You will enjoy it, that's a promise. Recommended A+.",pos
"I saw this movie as a child and it broke my heart! No other story had such a unfinished ending... I grew up on many great anime movies and this was one of my favourites, because it was so unusual - a story about unfairness, and cruelty, and loneliness, and life, and choices that can't be undone, and the need for others. Chirin is made alone when the Wolf kills his mother, but the Wolf is alone, too, when Chirin follows him into the mountain. The Wolf doesn't kill the lamb, even though each night he says ""maybe I'll eat you tomorrow."" The tape of it I have is broken and degraded from age and use. I will repair it and watch the movie again someday and cry just as hard as I did as a child. Stories like this, with this depth and feeling, and this intricacy of meaning, are very rare. It is a sad story, but I've never encountered any catharsis more beautifully made. I am glad I have seen this movie, and I'm glad I saw it as a child.",pos
"THis was a hilarious movie and I would see it again and again. It isn't a movie for someone who doesn't have a fun sense of a humor, but for people who enoy comedy like Chris Rock its a perfect movie in my opinion. It is really funnny",pos
"The minute I started watching this I realised that I was watching a quality production so I was not surprised to find that the screenplay was written by Andrew Davis and was produced by Sue Birtwhistle both of these brought us the excellent 1995 production of Pride and Prejudice! So my only gripe here is that Emma did not run to 3 or 4 or maybe even six episodes like Pride and Prejudice. The acting was superb with I think Prunella scales excellent as Miss Bates but I loved Kate Beckinsale and Mark Strong just as much. The language is a delight to listen to, can you imagine in this day and age having a right go at someone without actually uttering a swear word? Samantha Morton was excellent as Miss Smith in fact the casting was spot on much as it was with Pride and Prejudice. I liked it so much that I watched it twice in two days!! So once again thank you BBC for another quality piece of television. I have seen the Paltrow version and it is okay but I do think the BBC version is far superior. An excellent production that I am very happy to own on DVD!!!",pos
"Well, here's another terrific example of awkward 70's film-making! The rudimentary premise of ""What's the matter with Helen?"" is quite shocking and disturbing, but it's presented in such a stylish and sophisticated fashion! In the hands of any other movie crew, this certainly would have become a nasty and gritty exploitation tale, but with director Curtis Harrington (""Whoever Slew Auntie Roo?"") and scriptwriter Henry Farrell (""HushHushSweet Charlotte"") in charge, it became a beautiful and almost enchanting mixture of themes and genres. The basic plot of the film is definitely horrific, but there's a lot more to experience, like love stories, a swinging 1930's atmosphere and a whole lot of singing and tap-dancing! The setting is unquestionably what makes this movie so unique. We're literally catapulted back to the 1930's, with a sublime depiction of that era's music, religion, theatrical business and wardrobes. Following the long and exhausting trial that sentenced their sons to life-imprisonment for murder, Adelle (Debbie Reynolds) and Helen (Shelley Winters) flee to California and attempt to start a new life running a dance school for young talented girls. Particularly Adelle adapts herself perfectly to the new environment, as she falls in love with a local millionaire, but poor old Helen continues to sink in a downwards spiral of insanity and paranoia. She only listens to the ramblings of a radio-evangelist, fears that she will be punished for the crimes her son committed and slowly develops violent tendencies. The script, although not entirely without flaws, is well written and the film is adequately paced. There's never a dull moment in ""What's the matter with Helen"", although the singing, tap-dancing and tango sequences are quite extended and much unrelated to the actual plot. But the atmosphere is continuously ominous and the film definitely benefices from the terrific acting performance of Shelley Winters. She's downright scary as the unpredictable and introvert lady who's about to snap any second and, especially during the last ten minutes or so, she looks more petrifying than all the Freddy Kruegers, Jason Voorhees' and Michael Myers' combined! There are several terrific supportive characters who are, sadly, a little underdeveloped and robbed from their potential, like Michéal MacLiammóir as the cocky elocution teacher, Agnes Moorehead as the creepy priestess and Timothy Carey as the obtrusive visitor to the ladies' house. There are a couple of surprisingly gruesome scenes and moments of genuine shock to enjoy for the Grand Guignol fanatics among us, but particularly the set pieces and costume designs (even nominated for an Oscar!) are breathtaking.",pos
"No, this isn't a sequel to the fabulous OVA series, but rather a remake of the events that occurred after the death of Ghim (and the disappearance of Woodchuck). It is also more accurate to the novels that inspired this wonderful series, which is why characters (namely Orson and Shiris) are reintroduced, and why the story may seem slightly different to those used to the OVA. (The booklet included in the set provides excellent answers to such questions, as do various online sites.) The first eight episodes of this 27-part TV series focus on the fateful battle at Demon Dragon Mountain. The remaining 19 episodes introduce us to Spark, a blue-haired knight wannabe who identifies with Parn, and his ragtag team of misfits as they attempt to stop the Dark Wizard Wagnard from resurrecting Kardis the Destroyer.<br /><br />While it isn't quite the equivalent of the original LODOSS WAR (we all love the finale where Parn saves Deedlit from Wagnard, don't we?), this TV follow-up is still great fun for fantasy fans. Even if the animation is limited (and a step down from the artistic streak of the first LODOSS), this 27-part series has its elements of appeal. The fully-realized characters, engaging storyline, magic, romance, and a superb soundtrack scored by Kaoru Wada of NINJA SCROLL, all give this uneven spin-off some punch.<br /><br />While the OVA dub of LODOSS has been criticized for one reason or another, I generally liked it and still consider it one of my favorite dubs. So I had significant hopes for the dub for CHRONICLES, made in 1999-2000. For the most part, the LODOSS TV English track is of passable (if not stellar) quality; it does, however, have its share of problems. Much of the original cast who lent their English voices to the characters of LODOSS return (including Lisa Ortiz as Deedlit!), which is a nice bonus. On the other hand, Billy Regan's more mature sounding Parn is a bit offputting. He doesn't do a bad job, but his voice came across as grating for the first eight episodes (causing some anti-dub fans to instantly diss the dub), but by the time Spark and company take the stage, I found it less bothersome. (I don't know if it's because he improved or if it just grew on me.) Also, not everyone from the OAV dub returns. Jayce Reeves only voices Wagnard (terrifically) for one episode; he's replaced by Pete Zarustica for the whole show, who gives a scratchy, but still malevolent turn (as well as the expected evil laughter). Anthony Cruise's Kashue, on the other hand, is too weary and takes about five or so episodes to find his stride. Oliver Gregory is probably the most effective as Orson, especially during his final dramatic scenes.<br /><br />Aside from Lisa Ortiz (Deedlit), Karen Smith (Shiris), John Knox (Ashram), and Al Muscari (Slayn), the dub's best voices come from some of the newer characters, including Crispin Freeman (Spark, Maar, Garrack -episodes 16-27-), Roxanne Beck (Little Neese), Meg Frances (who voices Pirotess in the OAV but also voices Ryna with vulnerability and sassiness as well as Karla) and especially Angora Deb (who steals every scene she's in as Leaf the Half-Elf). The rest of the cast isn't terrible by any means, but a little more uneven than the OAV dub. Some are all right (Aldonova, Greevus) while others are lackluster (Hobb, palace guards, dragons, etc.) and few were awful (in particular, Prince Reona's VA is too harsh and monotone for a fighter of justice).<br /><br />In fact the lack of aural continuity (some cast members get new voices for some unexplained reason by the time we get to some of the later episodes) is one of the problems of the dub. Others include less memorable and more awkward sounding dialogue, uneven synchronization, and finally (I apologize in advance to the fans of this) the LODOSS ISLAND segments. These offbeat, super-deformed interludes at the end of each episode will either amuse or drive you batty. Admittingly, I at first found them to be a major nuisance, but they sorta grew on me after a while. (Besides, there are some showstoppingly hilarious lines such as ""I'm King Kashue, and this is my CASHEW! I'm REALLY quite a nut!"") These flaws rank the dub for CHRONICLES just a notch just below that for the OVA, resulting in an uneven English track summed up best as ""OK"".<br /><br />If one wonders if the Japanese language track is the preferred listening choice, well, guess what? The Japanese version has its good and bad points, too. While some voices are less annoying than the English language track, I found others to be less appealing than the English equivalents (in particular, the actress who does Deedlit is nowhere nearly as good as Lisa Ortiz OR Yumi Tohma). Plus, I should mention that the Japanese cast is NOT THE SAME AS THE OVA. Because the series was made seven years after the original, all but one (Sho Hayami) of the cast members are replaced by new ones. Although they do a respectably good job, it may be a major annoyance for those who were used to the Japanese OVA cast. Shows that not everything in Japanese is better than English, eh? Despite its flaws, CHRONICLES OF THE HEROIC KNIGHT is still a fine series which deserves to hold its own ground. Its not without its rough spots and doesn't always live up to its predecessor, yet there's enough good points to counter the bad, making this a moderately enjoyable fantasy Anime.",pos
"""Against All Flags"" is every bit the classic swashbuckler. It has all the elements the adventure fan could hope for and more for in this one, the damsel in distress is, well, not really in distress. As Spitfire Stevens, Maureen O'Hara is at her athletic best, running her foes through in defiance of the social norms of the period. Anthony Quinn rounds out the top three billed actors as the ruthless Captain Roc Brasiliano and proves to be a wily and capable nemesis for Brian Hawke (Flynn). For the classic adventure fan, ""Against All Flags"" is a must-see. While it may not be in quite the same league as some of Errol Flynn's earlier work (Captain Blood and The Sea Hawk, for instance), it is still a greatly entertaining romp.",pos
"They had me from the first show.<br /><br />Welcome to Trinity County. A sleepy little Mayberry-like place with one slight difference. The sheriff is really Satan. There's the spoiler. Not like you wouldn't figure it out in 10 minutes anyway.<br /><br />Oh, but that's not all. It turns out that Satan has a son named Caleb. Some people are trying to keep him good, but it's an uphill battle. Sheriff Buck (Satan) knows who Caleb is and likes to spend time with him teaching him the ways of darkness. Subtle. Sneaky. He doesn't always come off as evil. Most of the time he's a hero. Everyone owes him a big favor, because he often sets up a calamity and saves them from it. So every time you think someone will finally take him down, one of his friends comes out of nowhere to sabotage it.<br /><br />In one of my favorite episodes, Lucas and Caleb were out in the woods in a cabin and some guys with guns decided to rob them. Lucas used it as an excuse to teach Caleb a lesson about evil.<br /><br />The robber (Ted) was hesitant to shoot them. Lucas told Caleb that Ted had half a conscience. If he had no conscience, he would have shot them by now. If he had a real conscience, he never would have become a criminal. So he started calling him Half-Ted. It was pretty funny. He was taunting the criminals. And of course he stayed 10 steps ahead of Half-Ted at all times. And of course he was in complete control at all times. They actually had you favoring Satan.<br /><br />Very very excellent show. it was one of my favorite horror shows of all time. Twilight Zone Night Stalker Circle of Fear American Gothic Supernatural<br /><br />That's good company.",pos
"This is one fine movie, I can watch it any time. Rauol Julia gave an outstanding performance, we lost him too soon. Richard Dryfus is a great talent. Only thing it needed more of was Dana Delany, what a babe!",pos
"OK, I don't really think that Trailer Park Boys has bad story lines, because they kick ass. They just... conflict with each other.<br /><br />For Example: Near the end of the movie, it shows Ricky and Julian telling ""Patrick Lewis"" to put the dog down and walk away. Then at the end, it shows Ricky and Julian saying that they've been in jail for 2 years. In the TV series pilot, the first clip they show is the same clip of Ricky and Julian yelling at ""Patrick Lewis"". But in the TV series, they've supposedly only been in jail for 18 months.<br /><br />Also, they give us the impression that the movie's story line and the TV series' story line are connected (because of the yelling scene between the guys). But some actors portray totally different characters. Of course, Patrick Roach plays ""Patrick Lewis"" in the movie, but in the series he plays Randy. Sam Tarasco plays one of the guys who pays Ricky for an extermination, and then he plays Sam Losco in the series.<br /><br />Also (again... I know, I have a lot to say), in the movie, the guys snort coke instead of smoking hash. The thing is, they never actually confirm that the two story lines are connected in anyway, other than the yelling scene.<br /><br />Sorry to keep on blabbing.",pos
"Finally a movie where the audience is kept guessing until the end what will happen. Well, we all kind of know that the lives of the brothers, Andy (played by Hoffman) and Hank (played by Hawke) will spiral downward towards destruction since where else is there to go but down, but we do not know how or when until near the end of the movie. Hoffman is superb, as usual, and even Hawke was decent as the younger brother who basically does what he is told since he really cannot think for himself. Hawke might have been a little out of his element, but he played the part well enough. Add into this mix Andy's wife, played perfectly by Marisa Tomei, cheating with Hank; Andy's embezzlement of company funds to pay for his drug and sex addictions; and a father who finally discovers exactly what happened the day of the robbery. This movie will get you thinking.",pos
"This is one of those movies - like Dave, American Dreamer and Local Hero - that holds a viewer's interest time and again. Lightweight movies seldom win Oscars, but whoever did the casting for Soapdish deserves one. Even after one has seen the movie and knows what is coming, it's still enjoyable to watch how the various plot facets develop. True, all the drama is melodrama; but that's entirely fitting for a movie with a soap opera background. My favorite line comes from Whoopi Goldberg: ""Now why can't I write sh*t like that?"" I think it's unfortunate that the TV and website censors insist on all this unnecessary sanitation.",pos
"Canto 1: How Kriemhild Mourned Over Siegfried and How King Attila Woos her Through his Ambassador Rüdiger von Bechlarn: Kriemhild (Margarete Schön) insists on having the head of the killer of her beloved husband, Hagen Tronje (Hans Adalbert Schlettow), but her brother, King Gunther (Theodor Loos), refuses her request. When King Attila of the Huns woos Kriemhild through his ambassador Rüdiger von Bechlar, she makes him promise through oath in the name of his king that no man would ever offend her. Hagen Tronje hides the Nibelungen treasure in the bottom of a lake.<br /><br />Canto 2: How Kriemhild Takes Leave from her Homeland and How She Was Received by King Attila: Kriemhild brings some earth from where Siegfried died, and travels to the court of the Huns, where she is welcomed by Attila himself, who also promises through oath to defend her.<br /><br />Canto 3: How King Attila Besieged Rome and How Kriemhild Summoned her Brothers: When Kriemhild delivers a baby boy, Attila returns to his realm and asks Kriemhild what she would like most to please her. She asks him to invite her brothers to come to his kingdom.<br /><br />Canto 4: How Kriemhild Receives her Brothers: Kriemhild insists on having the head of Hagen Tronje, but her brothers keep loyalty to their friend and again do not accept her request.<br /><br />Canto 5: How the Huns Celebrated the Summer Solstice With the Nibelungen: Kriemhild asks Attila to kill Hagen Tronje, but he refuses since in accordance with the laws of the desert, a guest is considered sacred. Kriemhild offers gold to the Hums for the head of Hagen Tronje. There is a fight, and Hagen Tronje kills Attila's son.<br /><br />Canto 6: The Nibelungen's Distress: The Huns lose the battle against the Nibelungen, but keep them under siege inside Attila's castle. Kriemhild promises to spare their lives provided they deliver Hagen Tronje, but her brother Gunther tells that German people are loyal with their friends.<br /><br />Canto 7: The Nibelungen's End: After the death of Rüdiger von Bechlarn, Giselher and Gernot, Hagen Tronje and Guhther are finally captured. Kriemhild kills Hagen Tronje, ending her revenge with the destruction of the Nibelungen.<br /><br />The conclusion of the poetic saga of Siegfried through ""Kriemhild's Revenge"" is also told through seven dramatic cantos. The nature of the first part is a magnificent tale of fantasy, adventure, romance and betrayal; the second part is a dramatic story of hate, revenge and loyalty. The solid screenplay with a perfect development of the characters, the excellent performances of the cast and the awesome direction of Fritz Lang produced another epic ahead of time. Margarete Schön is impressive with a total different woman, obsessed and inflexible in her revenge wish. The costumes that Kriemhild wears are also very impressive, and her acting is based on her face and look. I was a little disappointed with the reaction of Attila after the death of his only son, since I found it too passive. My vote is eight.<br /><br />Title (Brazil): ""Os Nibelungos  Parte II: A Vingança de Kriemshild"" (""The Nibelungen Part II: Kriemhild's Revenge"")",pos
"""House Of Games"" is definitely not without its flaws- plot holes, stiff acting, final scenes- but they do little to detract from the fun of watching a thriller that so methodically messes with your head. ""House Of Games"" does almost everything a good thriller is supposed to do. Of course, this is not a huge feat given the fact that we're dealing with the the world of confidence men and the cons they perpetrate. So it stands to reason that we never really know what's going on, even though we think that we do. But that's what makes the film worthwhile for those who are game; a film for which repeated viewings are indulgences instead if necessities.<br /><br />It has a definite Hitchcock slant to it. The film draws on some similar themes found his 1964 effort ""Marnie"", considered a misfire when released but now regarded as one of the Master's more thought-provoking works. One could easily consider the idea of Lindsay Crouse's character being the same as Tippi Hedrin's...ten year later perhaps. Both are strong-willed loners, both with compulsive behaviors which compel them to walk too close to the shark pool. As Crouse's repressed, up-tight character says, ""What's life without adventure?"" Put your Reality Check on a low setting and enjoy swimming with the sharks!",pos
"In April of 1965, CBS broadcast the first of Barbra Streisand's monumental television specials. The show was not only a runaway ratings success, but garnered 5 Emmy awards as well. This is one of the most memorable moments of 1960's television and (unfortunately) the kind of television special they don't produce anymore. Filled with wonderful songs and a spectacular performance by Barbra, this special is a must view for any Streisand fan and anyone interested in early television.",pos
"First of all, Riget is wonderful. Good comedy and mystery thriller at the same time. Nice combination of strange 'dogma' style of telling the story together with good music and great actors. But unfortunately there's no 'the end'. As for me it's unacceptable. I was thinking... how it will be possible to continue the story without Helmer and Drusse? ...and I have some idea. I think Lars should make RIGET III a little bit different. I'm sure that 3rd part without Helmer wouldn't be the same. So here's my suggestion. Mayble little bit stupid, maybe not. I know that Lars likes to experiment. So why not to make small experiment with Riget3? I think the only solution here is to create puppet-driven animation (like for example ""team America"" by Trey Parker) or even computer 3d animation. I know it's not the same as real actors, but in principle I believe it could work... only this way it's possible to make actors alive again. For Riget fans this shouldn't be so big difference - if the animation will be done in good way average 'watcher' will consider it normal just after first few shots of the movie. The most important thing now is the story. It's completely understandable that it's not possible to create Riget 3 with the actors nowadays. So why not to play with animation? And... look for the possibilities that it gives to you! Even marketing one! Great director finishes his trilogy after 10 years using puppet animation. Just dreams?<br /><br />I hope to see Riget 3 someday... or even to see just the script. I'm curious how the story ends... and as I expect- everybody here do.<br /><br />greets, slaj<br /><br />ps: I'm not talking about the ""kingdom hospital"" by Stephen King ;-)",pos
